Date,Description,Transaction_ID,Amount,Category,Type
02 Apr 2025,HAIRCUT PAYMENT,T2504074,₹69.15,Personal Care,Debit
07 Apr 2025,LOCAL TRANSPORT ONLINE,T2504010,₹138.64,Transport,Debit
09 Apr 2025,PROVISION STORE ONLINE,T2504060,₹196.25,Grocery & Convenience,Debit
06 Apr 2025,SHOPPING BILL,T2504089,₹143.58,Shopping,Debit
09 Apr 2025,EDUCATIONAL SUPPLIES BILL,T2504021,₹167.99,Education,Debit
06 Apr 2025,RUVAN STATIONERY,T2504085,₹65.8,Shopping,Debit
08 Apr 2025,PROTEAN EGOV TECHNOLOGIES LIMITED TXN,T2504043,₹35.76,Online Services,Debit
02 Apr 2025,HOSPITAL BILL #4477,T2504098,₹132.75,Healthcare,Debit
10 Apr 2025,GENERAL EXPENSE #4110,T2504055,₹102.32,Miscellaneous,Debit
04 Apr 2025,VIGNESH R,T2504081,₹795.65,P2P Transfer,Debit
01 Apr 2025,EVENT TICKET BILL,T2504009,₹33.59,Entertainment,Debit
06 Apr 2025,DIGINET CAFE PAYMENT,T2504082,₹77.93,Online Services,Debit
01 Apr 2025,SUBASH,T2504013,₹1185.89,P2P Transfer,Debit
08 Apr 2025,SMALL PURCHASE #1871,T2504010,₹90.62,Miscellaneous,Debit
09 Apr 2025,INTERNET CAFE BILL,T2504029,₹47.2,Online Services,Debit
01 Apr 2025,WEBSITE PAYMENT PAYMENT,T2504086,₹21.2,Online Services,Debit
07 Apr 2025,ROOM RENT BILL,T2504025,₹706.08,Housing,Debit
05 Apr 2025,MUSIC STREAMING,T2504024,₹45.06,Entertainment,Debit
08 Apr 2025,CASH DEPOSIT,T2504090,₹119.11,Miscellaneous,Debit
10 Apr 2025,DTH RECHARGE PAYMENT,T2504020,₹195.95,Utilities,Debit
01 Apr 2025,GAME ZONE,T2504072,₹86.8,Entertainment,Debit
07 Apr 2025,BOOKSTORE BILL,T2504003,₹67.32,Shopping,Debit
03 Apr 2025,SNACK SHOP PAYMENT,T2504037,₹187.78,Food & Dining,Debit
09 Apr 2025,UNKNOWN TRANSACTION #9716,T2504067,₹133.64,Miscellaneous,Debit
05 Apr 2025,UNKNOWN TRANSACTION,T2504050,₹46.74,Miscellaneous,Debit
10 Apr 2025,TEA STALL TXN,T2504048,₹126.15,Food & Dining,Debit
08 Apr 2025,P R M STORES ONLINE,T2504014,₹167.7,Grocery & Convenience,Debit
07 Apr 2025,CODEXINTERN BILL,T2504080,₹55.06,Online Services,Debit
07 Apr 2025,GENERAL EXPENSE ONLINE,T2504049,₹192.69,Miscellaneous,Debit
03 Apr 2025,GROCERY STORE PAYMENT,T2504093,₹132.78,Grocery & Convenience,Debit
02 Apr 2025,LANDLORD PAYMENT TXN,T2504050,₹1807.92,Housing,Debit
08 Apr 2025,RUVAN STATIONERY PAYMENT,T2504033,₹18.02,Shopping,Debit
03 Apr 2025,LIBRARY FEE BILL,T2504076,₹111.08,Education,Debit
05 Apr 2025,INTERNET CAFE #6859,T2504054,₹22.76,Online Services,Debit
09 Apr 2025,MR SRIMANTA CHATTERJEE,T2504040,₹1274.02,P2P Transfer,Credit
02 Apr 2025,P SHANMUGASUNDARAM,T2504056,₹1367.91,P2P Transfer,Debit
03 Apr 2025,ZEPTONOW BILL,T2504049,₹123.2,Grocery & Convenience,Debit
02 Apr 2025,DAILY NEEDS,T2504057,₹63.76,Grocery & Convenience,Debit
10 Apr 2025,MOVIE TICKET #1841,T2504030,₹143.6,Entertainment,Debit
10 Apr 2025,COFFEE SHOP ONLINE,T2504073,₹165.82,Food & Dining,Debit
01 Apr 2025,LEMON TREE,T2504075,₹100.47,Miscellaneous,Debit
02 Apr 2025,LIBRARY FEE BILL,T2504053,₹163.47,Education,Debit
09 Apr 2025,STOMILAR TXN,T2504077,₹50.6,Miscellaneous,Debit
01 Apr 2025,CAFE TXN,T2504074,₹68.49,Food & Dining,Debit
04 Apr 2025,SHAVING ONLINE,T2504075,₹31.21,Personal Care,Debit
09 Apr 2025,EXAM FEE PAYMENT,T2504072,₹195.9,Education,Debit
03 Apr 2025,MUSIC STREAMING TXN,T2504045,₹68.37,Entertainment,Debit
08 Apr 2025,PETROL PUMP BILL,T2504012,₹172.24,Transport,Debit
10 Apr 2025,EXAM FEE BILL,T2504023,₹110.17,Education,Debit
07 Apr 2025,SHADOWFAX TECHNOLOGIES PRIVATE LIMITED ONLINE,T2504059,₹18.84,Online Services,Debit
07 Apr 2025,UNKNOWN TRANSACTION #5005,T2504035,₹156.98,Miscellaneous,Debit
07 Apr 2025,MOBILE BILL PAYMENT,T2504043,₹122.26,Utilities,Debit
10 Apr 2025,SPA SERVICE TXN,T2504026,₹184.51,Personal Care,Debit
08 Apr 2025,HEALTH CHECKUP #4728,T2504051,₹115.96,Healthcare,Debit
09 Apr 2025,SHAVING BILL,T2504017,₹51.25,Personal Care,Debit
03 Apr 2025,PROTEAN EGOV TECHNOLOGIES LIMITED PAYMENT,T2504096,₹185.08,Online Services,Debit
07 Apr 2025,RENT PAYMENT ONLINE,T2504089,₹1167.42,Housing,Debit
04 Apr 2025,SNACK SHOP #2955,T2504011,₹52.23,Food & Dining,Debit
03 Apr 2025,AL SHIFA MEDICAL ONLINE,T2504036,₹146.19,Healthcare,Debit
08 Apr 2025,LOCAL TRANSPORT ONLINE,T2504097,₹186.32,Transport,Debit
07 Apr 2025,INTERNET CAFE,T2504038,₹65.25,Online Services,Debit
03 Apr 2025,STATIONERY SHOP BILL,T2504098,₹156.32,Shopping,Debit
07 Apr 2025,AMUSEMENT PARK ONLINE,T2504083,₹122.98,Entertainment,Debit
01 Apr 2025,BEAUTY PARLOUR BILL,T2504018,₹192.27,Personal Care,Debit
01 Apr 2025,K ELCI,T2504052,₹334.48,P2P Transfer,Credit
01 Apr 2025,MD FIROJ,T2504075,₹319.41,P2P Transfer,Debit
10 Apr 2025,S BALASUBRAMANI,T2504046,₹1006.89,P2P Transfer,Credit
09 Apr 2025,FOOD DELIVERY BILL,T2504011,₹16.45,Food & Dining,Debit
02 Apr 2025,MOBILE BILL,T2504035,₹78.11,Utilities,Debit
08 Apr 2025,SRM GOODFOODS #1474,T2504042,₹43.94,Food & Dining,Debit
10 Apr 2025,CHEMIST #9968,T2504087,₹152.21,Healthcare,Debit
09 Apr 2025,SMALL PURCHASE BILL,T2504042,₹177.91,Miscellaneous,Debit
02 Apr 2025,STOMILAR PAYMENT,T2504029,₹54.36,Miscellaneous,Debit
10 Apr 2025,DIGITAL SERVICE,T2504039,₹122.93,Online Services,Debit
04 Apr 2025,MANSURA KHATUN,T2504076,₹264.8,P2P Transfer,Debit
05 Apr 2025,SERVICE CHARGE PAYMENT,T2504028,₹98.93,Miscellaneous,Debit
03 Apr 2025,METRO FARE ONLINE,T2504055,₹17.08,Transport,Debit
08 Apr 2025,AL SHIFA MEDICAL,T2504008,₹161.83,Healthcare,Debit
07 Apr 2025,NAIL CARE ONLINE,T2504011,₹69.9,Personal Care,Debit
10 Apr 2025,UBER RIDE BILL,T2504063,₹40.35,Transport,Debit
09 Apr 2025,ELECTRIC BILL TXN,T2504071,₹197.55,Utilities,Debit
03 Apr 2025,HOSTEL FEE BILL,T2504048,₹589.05,Housing,Debit
04 Apr 2025,KIRANA SHOP,T2504071,₹125.31,Grocery & Convenience,Debit
06 Apr 2025,LANDLORD PAYMENT BILL,T2504080,₹677.42,Housing,Debit
02 Apr 2025,SRI MAHA LADIES HOSTEL ONLINE,T2504036,₹1536.89,Housing,Debit
08 Apr 2025,PG ACCOMMODATION ONLINE,T2504058,₹1243.33,Housing,Debit
06 Apr 2025,LANDLORD PAYMENT ONLINE,T2504043,₹1644.7,Housing,Debit
03 Apr 2025,THALAIVA CHINESE COR TXN,T2504005,₹65.32,Food & Dining,Debit
02 Apr 2025,SPA SERVICE TXN,T2504068,₹140.62,Personal Care,Debit
03 Apr 2025,MOHAMMAD SUFYAN,T2504075,₹330.34,P2P Transfer,Debit
03 Apr 2025,CHARMINAR BRIYANI TXN,T2504004,₹191.29,Food & Dining,Debit
07 Apr 2025,NOTEBOOK PURCHASE #1134,T2504086,₹54.39,Education,Debit
04 Apr 2025,LAB TEST PAYMENT,T2504078,₹51.49,Healthcare,Debit
01 Apr 2025,MESS FEE BILL,T2504021,₹1382.34,Housing,Debit
02 Apr 2025,VIDEO STREAMING,T2504014,₹98.55,Entertainment,Debit
07 Apr 2025,RESTAURANT #4838,T2504011,₹169.97,Food & Dining,Debit
06 Apr 2025,COLLEGE FEE ONLINE,T2504063,₹126.05,Education,Debit
05 Apr 2025,LANDLORD PAYMENT TXN,T2504054,₹823.36,Housing,Debit
01 Apr 2025,GAJALAKSHMI RAJESHKANNAN,T2504082,₹1008.29,P2P Transfer,Debit
06 Apr 2025,LIBRARY FEE,T2504089,₹127.25,Education,Debit
07 Apr 2025,EXAM FEE PAYMENT,T2504080,₹156.23,Education,Debit
02 Apr 2025,PROVISION STORE #2005,T2504001,₹194.33,Grocery & Convenience,Debit
08 Apr 2025,GARMENT SHOP,T2504043,₹57.95,Shopping,Debit
06 Apr 2025,SRI AMMAN COOL DRINKS,T2504014,₹164.66,Food & Dining,Debit
04 Apr 2025,HAIR SALON BILL,T2504043,₹157.82,Personal Care,Debit
10 Apr 2025,SHARE AUTO BILL,T2504078,₹186.28,Transport,Debit
10 Apr 2025,SHOPPING PAYMENT,T2504000,₹34.25,Shopping,Debit
06 Apr 2025,SIVAGAMI HITLER,T2504073,₹1216.09,P2P Transfer,Debit
06 Apr 2025,LAB TEST TXN,T2504043,₹38.07,Healthcare,Debit
01 Apr 2025,BEEMA STORE ONLINE,T2504075,₹38.0,Grocery & Convenience,Debit
09 Apr 2025,PROTEAN EGOV TECHNOLOGIES LIMITED,T2504089,₹133.11,Online Services,Debit
03 Apr 2025,HOSPITAL BILL #3295,T2504025,₹72.45,Healthcare,Debit
04 Apr 2025,ELECTRIC BILL BILL,T2504067,₹64.79,Utilities,Debit
10 Apr 2025,LIBRARY FEE #4934,T2504040,₹140.4,Education,Debit
01 Apr 2025,MOBILE BILL ONLINE,T2504046,₹25.45,Utilities,Debit
08 Apr 2025,PETROL PUMP TXN,T2504042,₹107.68,Transport,Debit
07 Apr 2025,MOVIE TICKET TXN,T2504025,₹81.73,Entertainment,Debit
02 Apr 2025,SRI MAHA LADIES HOSTEL,T2504064,₹1511.64,Housing,Debit
08 Apr 2025,PROTEAN EGOV TECHNOLOGIES LIMITED,T2504064,₹70.56,Online Services,Debit
04 Apr 2025,CASH WITHDRAWAL #9550,T2504080,₹143.71,Miscellaneous,Debit
05 Apr 2025,SRMGF COUNTER 1 ONLINE,T2504070,₹113.27,Education,Debit
10 Apr 2025,CODEXINTERN,T2504013,₹157.88,Online Services,Debit
02 Apr 2025,EDUCATIONAL SUPPLIES,T2504083,₹136.0,Education,Debit
04 Apr 2025,SUBSCRIPTION SERVICE #6108,T2504051,₹78.08,Online Services,Debit
06 Apr 2025,NAIL CARE PAYMENT,T2504000,₹66.17,Personal Care,Debit
06 Apr 2025,HOSTEL FEE ONLINE,T2504086,₹1774.41,Housing,Debit
06 Apr 2025,STREET FOOD #6839,T2504095,₹110.27,Food & Dining,Debit
01 Apr 2025,ZEPTO ONLINE,T2504070,₹146.1,Grocery & Convenience,Debit
05 Apr 2025,MOBILE BILL PAYMENT,T2504053,₹114.11,Utilities,Debit
07 Apr 2025,TUITION FEE,T2504078,₹82.86,Education,Debit
08 Apr 2025,BOOKSTORE PAYMENT,T2504004,₹130.75,Shopping,Debit
06 Apr 2025,PAYU BILL,T2504027,₹41.8,Online Services,Debit
05 Apr 2025,MANSURA KHATUN,T2504077,₹726.23,P2P Transfer,Debit
09 Apr 2025,TUITION FEE PAYMENT,T2504040,₹40.88,Education,Debit
08 Apr 2025,P R M STORES #9700,T2504017,₹148.49,Grocery & Convenience,Debit
02 Apr 2025,ATTITUDE GARMENTS TRIPLICANE BILL,T2504066,₹185.95,Shopping,Debit
02 Apr 2025,BARBER SHOP PAYMENT,T2504066,₹183.78,Personal Care,Debit
04 Apr 2025,MUSIC STREAMING TXN,T2504051,₹181.33,Entertainment,Debit
02 Apr 2025,RENT PAYMENT ONLINE,T2504044,₹1140.14,Housing,Debit
09 Apr 2025,ONLINE GAMING #2953,T2504033,₹93.62,Entertainment,Debit
01 Apr 2025,SHIVANG BCA DS,T2504039,₹836.37,P2P Transfer,Debit
08 Apr 2025,PETROL PUMP,T2504042,₹95.63,Transport,Debit
06 Apr 2025,DIGINET CAFE ONLINE,T2504075,₹151.77,Online Services,Debit
03 Apr 2025,COURSE PAYMENT #3744,T2504013,₹66.47,Education,Debit
10 Apr 2025,APP PURCHASE ONLINE,T2504028,₹87.18,Online Services,Debit
05 Apr 2025,HEALTH CHECKUP,T2504016,₹171.7,Healthcare,Debit
06 Apr 2025,AMUSEMENT PARK ONLINE,T2504066,₹64.07,Entertainment,Debit
04 Apr 2025,UBER RIDE PAYMENT,T2504032,₹55.45,Transport,Debit
03 Apr 2025,CS PHARMACY TXN,T2504043,₹53.17,Healthcare,Debit
06 Apr 2025,BEEMA STORE 2 ONLINE,T2504061,₹13.3,Grocery & Convenience,Debit
10 Apr 2025,RETAIL TXN,T2504011,₹154.48,Shopping,Debit
02 Apr 2025,VIGNESH R,T2504024,₹197.0,P2P Transfer,Debit
09 Apr 2025,BOOKSTORE TXN,T2504070,₹155.1,Shopping,Debit
08 Apr 2025,SUBSCRIPTION SERVICE,T2504088,₹130.52,Online Services,Debit
09 Apr 2025,PG ACCOMMODATION,T2504097,₹1371.55,Housing,Debit
06 Apr 2025,EVENT TICKET,T2504006,₹109.34,Entertainment,Debit
04 Apr 2025,ATM WITHDRAWAL TXN,T2504033,₹117.84,Miscellaneous,Debit
09 Apr 2025,CHENNAI METRO RAIL LTD TXN,T2504041,₹174.37,Transport,Debit
06 Apr 2025,GIFT SHOP #4494,T2504038,₹178.23,Shopping,Debit
06 Apr 2025,MOBILE BILL #7125,T2504016,₹183.59,Utilities,Debit
04 Apr 2025,MOVIE TICKET ONLINE,T2504089,₹148.1,Entertainment,Debit
10 Apr 2025,UNKNOWN TRANSACTION TXN,T2504019,₹110.59,Miscellaneous,Debit
05 Apr 2025,COLLEGE FEE PAYMENT,T2504012,₹34.95,Education,Debit
05 Apr 2025,HAIR SALON PAYMENT,T2504076,₹34.79,Personal Care,Debit
09 Apr 2025,ATTITUDE GARMENTS TRIPLICANE ONLINE,T2504052,₹186.27,Shopping,Debit
02 Apr 2025,SHADOWFAX TECHNOLOGIES PRIVATE LIMITED BILL,T2504018,₹125.37,Online Services,Debit
10 Apr 2025,CLINIC FEE BILL,T2504043,₹121.21,Healthcare,Debit
05 Apr 2025,DIGITAL SERVICE,T2504048,₹97.37,Online Services,Debit
08 Apr 2025,EXAM FEE,T2504082,₹136.94,Education,Debit
04 Apr 2025,SUBSCRIPTION SERVICE PAYMENT,T2504014,₹57.88,Online Services,Debit
09 Apr 2025,E-COMMERCE PAYMENT,T2504002,₹38.33,Online Services,Debit
07 Apr 2025,GAME ZONE,T2504044,₹131.81,Entertainment,Debit
04 Apr 2025,UBER RIDE,T2504034,₹84.86,Transport,Debit
04 Apr 2025,LEMON TREE,T2504074,₹157.36,Miscellaneous,Debit
07 Apr 2025,ELECTRONICS SHOP TXN,T2504019,₹17.77,Shopping,Debit
08 Apr 2025,SHADOWFAX TECHNOLOGIES PRIVATE LIMITED TXN,T2504045,₹41.27,Online Services,Debit
04 Apr 2025,MOVIE TICKET BILL,T2504095,₹28.46,Entertainment,Debit
01 Apr 2025,TAILOR ONLINE,T2504006,₹50.99,Shopping,Debit
05 Apr 2025,RENT PAYMENT PAYMENT,T2504027,₹1793.9,Housing,Debit
09 Apr 2025,SMALL PURCHASE,T2504039,₹27.91,Miscellaneous,Debit
07 Apr 2025,SHADOWFAX TECHNOLOGIES PRIVATE LIMITED PAYMENT,T2504089,₹111.43,Online Services,Debit
08 Apr 2025,SRMGF COUNTER 1 ONLINE,T2504039,₹104.7,Education,Debit
01 Apr 2025,RENT PAYMENT TXN,T2504096,₹748.81,Housing,Debit
08 Apr 2025,STATIONERY SHOP PAYMENT,T2504094,₹125.43,Shopping,Debit
07 Apr 2025,SMALL PURCHASE #9524,T2504021,₹69.49,Miscellaneous,Debit
01 Apr 2025,BEEMA STORE,T2504039,₹14.56,Grocery & Convenience,Debit
05 Apr 2025,BEAUTY PARLOUR BILL,T2504049,₹132.81,Personal Care,Debit
08 Apr 2025,STOMILAR ONLINE,T2504015,₹170.89,Miscellaneous,Debit
02 Apr 2025,VIDEO STREAMING TXN,T2504033,₹151.51,Entertainment,Debit
07 Apr 2025,BHAIYA,T2504020,₹1181.47,P2P Transfer,Debit
02 Apr 2025,SHADOWFAX TECHNOLOGIES PRIVATE LIMITED BILL,T2504060,₹97.81,Online Services,Debit
05 Apr 2025,SRI MAHA LADIES HOSTEL TXN,T2504095,₹1693.63,Housing,Debit
01 Apr 2025,MOVIE TICKET BILL,T2504035,₹195.37,Entertainment,Debit
07 Apr 2025,MOBILE BILL BILL,T2504081,₹63.53,Utilities,Debit
01 Apr 2025,COURSE PAYMENT PAYMENT,T2504007,₹67.02,Education,Debit
06 Apr 2025,INTERNET BILL TXN,T2504049,₹119.74,Utilities,Debit
03 Apr 2025,HOSTEL FEE PAYMENT,T2504032,₹694.21,Housing,Debit
09 Apr 2025,FANCY STORE #9269,T2504078,₹195.53,Shopping,Debit
05 Apr 2025,SHAVING TXN,T2504083,₹23.5,Personal Care,Debit
10 Apr 2025,ONLINE GAMING #6177,T2504018,₹40.34,Entertainment,Debit
04 Apr 2025,DIGINET CAFE BILL,T2504096,₹17.36,Online Services,Debit
07 Apr 2025,STATIONERY SHOP TXN,T2504046,₹128.33,Shopping,Debit
10 Apr 2025,SHARE AUTO TXN,T2504046,₹181.28,Transport,Debit
09 Apr 2025,HOTEL AKSHAYA IN BILL,T2504052,₹42.33,Food & Dining,Debit
09 Apr 2025,PHONE RECHARGE TXN,T2504013,₹72.51,Utilities,Debit
09 Apr 2025,EVENT TICKET BILL,T2504034,₹95.94,Entertainment,Debit
04 Apr 2025,MART #2763,T2504046,₹19.82,Grocery & Convenience,Debit
02 Apr 2025,CLINIC FEE #3423,T2504035,₹146.41,Healthcare,Debit
03 Apr 2025,UNKNOWN TRANSACTION TXN,T2504021,₹153.52,Miscellaneous,Debit
01 Apr 2025,HAIRCUT ONLINE,T2504096,₹127.41,Personal Care,Debit
04 Apr 2025,CLINIC FEE,T2504056,₹49.69,Healthcare,Debit
04 Apr 2025,LEMON TREE BILL,T2504031,₹144.43,Miscellaneous,Debit
06 Apr 2025,RESTAURANT,T2504012,₹127.05,Food & Dining,Debit
06 Apr 2025,RETAIL PAYMENT,T2504062,₹104.19,Shopping,Debit
08 Apr 2025,NAIL CARE,T2504090,₹97.61,Personal Care,Debit
03 Apr 2025,ONLINE GAMING #6279,T2504033,₹130.9,Entertainment,Debit
06 Apr 2025,GROOMING SERVICE ONLINE,T2504003,₹37.61,Personal Care,Debit
06 Apr 2025,LEMON TREE TXN,T2504011,₹49.28,Miscellaneous,Debit
10 Apr 2025,HEALTH CHECKUP,T2504088,₹77.59,Healthcare,Debit
07 Apr 2025,SPA SERVICE #9279,T2504088,₹50.61,Personal Care,Debit
09 Apr 2025,HOSPITAL BILL #6407,T2504074,₹22.11,Healthcare,Debit
06 Apr 2025,EXAM FEE TXN,T2504038,₹84.59,Education,Debit
07 Apr 2025,RENT PAYMENT BILL,T2504022,₹1141.23,Housing,Debit
08 Apr 2025,MOVIE TICKET #7642,T2504010,₹164.7,Entertainment,Debit
09 Apr 2025,PROTEAN EGOV TECHNOLOGIES LIMITED,T2504042,₹50.35,Online Services,Debit
03 Apr 2025,MOBILE BILL TXN,T2504024,₹195.17,Utilities,Debit
04 Apr 2025,COFFEE SHOP BILL,T2504078,₹192.72,Food & Dining,Debit
01 Apr 2025,CHEMIST TXN,T2504008,₹49.41,Healthcare,Debit
01 Apr 2025,SPA SERVICE BILL,T2504058,₹180.47,Personal Care,Debit
03 Apr 2025,CODEXINTERN BILL,T2504060,₹30.15,Online Services,Debit
08 Apr 2025,E-COMMERCE PAYMENT,T2504066,₹197.78,Online Services,Debit
06 Apr 2025,SHOPPING,T2504042,₹44.12,Shopping,Debit
03 Apr 2025,TRAIN TICKET #5119,T2504033,₹76.5,Transport,Debit
04 Apr 2025,SRMGF COUNTER 1,T2504093,₹22.56,Education,Debit
04 Apr 2025,APARTMENT MAINTENANCE #6701,T2504035,₹1669.23,Housing,Debit
08 Apr 2025,HAIRCUT ONLINE,T2504096,₹162.69,Personal Care,Debit
09 Apr 2025,STATIONERY SHOP ONLINE,T2504057,₹120.66,Shopping,Debit
05 Apr 2025,SUBSCRIPTION SERVICE PAYMENT,T2504076,₹48.78,Online Services,Debit
05 Apr 2025,THALAIVA CHINESE COR PAYMENT,T2504058,₹120.39,Food & Dining,Debit
02 Apr 2025,RENT PAYMENT #1867,T2504074,₹967.5,Housing,Debit
08 Apr 2025,CASH DEPOSIT ONLINE,T2504093,₹42.67,Miscellaneous,Debit
05 Apr 2025,TAILOR PAYMENT,T2504012,₹114.36,Shopping,Debit
07 Apr 2025,WEBSITE PAYMENT TXN,T2504000,₹185.72,Online Services,Debit
06 Apr 2025,MOBILE BILL PAYMENT,T2504039,₹64.12,Utilities,Debit
02 Apr 2025,SUPERMARKET,T2504007,₹37.28,Grocery & Convenience,Debit
05 Apr 2025,AL SHIFA MEDICAL,T2504100,₹143.97,Healthcare,Debit
07 Apr 2025,AMUSEMENT PARK PAYMENT,T2504059,₹45.16,Entertainment,Debit
01 Apr 2025,MOVIE TICKET BILL,T2504087,₹27.07,Entertainment,Debit
01 Apr 2025,DHABA ONLINE,T2504095,₹40.2,Food & Dining,Debit
03 Apr 2025,COLLEGE FEE BILL,T2504065,₹156.46,Education,Debit
09 Apr 2025,MOBILE BILL,T2504004,₹121.09,Utilities,Debit
10 Apr 2025,MISC PAYMENT BILL,T2504039,₹193.69,Miscellaneous,Debit
05 Apr 2025,APARTMENT MAINTENANCE #9879,T2504066,₹696.74,Housing,Debit
03 Apr 2025,TAILOR #2913,T2504083,₹28.31,Shopping,Debit
01 Apr 2025,NOTEBOOK PURCHASE,T2504010,₹159.38,Education,Debit
06 Apr 2025,BARBER SHOP BILL,T2504029,₹27.05,Personal Care,Debit
10 Apr 2025,S P CAFE ONLINE,T2504052,₹189.68,Food & Dining,Debit
02 Apr 2025,WATER BILL ONLINE,T2504092,₹42.01,Utilities,Debit
02 Apr 2025,BARBER SHOP ONLINE,T2504089,₹197.36,Personal Care,Debit
07 Apr 2025,WEBSITE PAYMENT ONLINE,T2504059,₹121.26,Online Services,Debit
06 Apr 2025,JEWELLERY STORE PAYMENT,T2504002,₹139.92,Shopping,Debit
06 Apr 2025,STATIONERY SHOP,T2504020,₹75.46,Shopping,Debit
06 Apr 2025,EVENT TICKET,T2504090,₹120.23,Entertainment,Debit
04 Apr 2025,FUEL PURCHASE #6360,T2504074,₹172.48,Transport,Debit
07 Apr 2025,ONLINE GAMING ONLINE,T2504013,₹14.08,Entertainment,Debit
04 Apr 2025,LANDLORD PAYMENT BILL,T2504075,₹1474.31,Housing,Debit
07 Apr 2025,GROCERY STORE TXN,T2504099,₹160.91,Grocery & Convenience,Debit
02 Apr 2025,BUS FARE BILL,T2504035,₹177.49,Transport,Debit
03 Apr 2025,GAS BILL PAYMENT,T2504008,₹124.01,Utilities,Debit
01 Apr 2025,DTH RECHARGE PAYMENT,T2504083,₹34.5,Utilities,Debit
04 Apr 2025,ATM WITHDRAWAL TXN,T2504048,₹52.47,Miscellaneous,Debit
09 Apr 2025,NAGAIAH,T2504080,₹361.0,P2P Transfer,Credit
02 Apr 2025,APP PURCHASE ONLINE,T2504039,₹117.69,Online Services,Debit
03 Apr 2025,NAIL CARE BILL,T2504070,₹120.75,Personal Care,Debit
05 Apr 2025,BEAUTY PARLOUR PAYMENT,T2504065,₹84.77,Personal Care,Debit
02 Apr 2025,AMUSEMENT PARK TXN,T2504022,₹120.35,Entertainment,Debit
01 Apr 2025,GARMENT SHOP #2938,T2504019,₹76.38,Shopping,Debit
04 Apr 2025,CS PHARMACY #4560,T2504008,₹134.11,Healthcare,Debit
10 Apr 2025,CHILL CAFE RAMAPURAM #3301,T2504060,₹81.66,Food & Dining,Debit
08 Apr 2025,ZEPTONOW BILL,T2504005,₹197.66,Grocery & Convenience,Debit
02 Apr 2025,WEBSITE PAYMENT,T2504089,₹27.04,Online Services,Debit
05 Apr 2025,GENERAL EXPENSE TXN,T2504022,₹101.44,Miscellaneous,Debit
06 Apr 2025,BAHARI DHABA,T2504048,₹184.49,Food & Dining,Debit
09 Apr 2025,RAPIDO ONLINE,T2504019,₹99.56,Transport,Debit
06 Apr 2025,DOCTOR VISIT BILL,T2504098,₹28.98,Healthcare,Debit
01 Apr 2025,DOCTOR VISIT PAYMENT,T2504100,₹32.71,Healthcare,Debit
01 Apr 2025,CODEXINTERN PAYMENT,T2504008,₹85.0,Online Services,Debit
08 Apr 2025,INTERNET BILL BILL,T2504043,₹53.03,Utilities,Debit
01 Apr 2025,PHARMACY TXN,T2504037,₹123.58,Healthcare,Debit
01 Apr 2025,SARAVANAN KASI,T2504002,₹870.72,P2P Transfer,Debit
09 Apr 2025,GIFT SHOP #3722,T2504063,₹136.63,Shopping,Debit
06 Apr 2025,MOBILE BILL,T2504064,₹134.77,Utilities,Debit
05 Apr 2025,NAIL CARE ONLINE,T2504079,₹58.11,Personal Care,Debit
09 Apr 2025,GAME ZONE PAYMENT,T2504046,₹91.0,Entertainment,Debit
02 Apr 2025,GROCERY STORE BILL,T2504003,₹176.69,Grocery & Convenience,Debit
06 Apr 2025,FOOTWEAR STORE PAYMENT,T2504071,₹87.27,Shopping,Debit
04 Apr 2025,MEDICAL STORE TXN,T2504023,₹35.51,Healthcare,Debit
09 Apr 2025,VIGNESH,T2504078,₹1425.3,P2P Transfer,Debit
05 Apr 2025,MEDICINE PURCHASE BILL,T2504048,₹184.71,Healthcare,Debit
10 Apr 2025,SUPERMARKET TXN,T2504076,₹189.85,Grocery & Convenience,Debit
07 Apr 2025,MART TXN,T2504069,₹41.17,Grocery & Convenience,Debit
08 Apr 2025,SHAM EGE SHOP TXN,T2504070,₹93.03,Grocery & Convenience,Debit
01 Apr 2025,GIFT SHOP TXN,T2504053,₹22.72,Shopping,Debit
07 Apr 2025,SRI MAHA LADIES HOSTEL TXN,T2504083,₹1620.01,Housing,Debit
03 Apr 2025,CLINIC FEE BILL,T2504028,₹183.78,Healthcare,Debit
06 Apr 2025,COACHING CLASS,T2504035,₹84.14,Education,Debit
06 Apr 2025,SHADOWFAX TECHNOLOGIES PRIVATE LIMITED #9494,T2504086,₹45.42,Online Services,Debit
02 Apr 2025,CONVENIENCE STORE TXN,T2504016,₹154.1,Grocery & Convenience,Debit
04 Apr 2025,HOSTEL FEE #7838,T2504033,₹946.47,Housing,Debit
02 Apr 2025,HOTEL DINING BILL,T2504000,₹73.02,Food & Dining,Debit
08 Apr 2025,GAYATHRI MARAN,T2504098,₹1375.8,P2P Transfer,Debit
03 Apr 2025,AL SHIFA MEDICAL BILL,T2504057,₹96.53,Healthcare,Debit
05 Apr 2025,EVENT TICKET ONLINE,T2504090,₹73.04,Entertainment,Debit
08 Apr 2025,LAB TEST PAYMENT,T2504100,₹152.86,Healthcare,Debit
06 Apr 2025,ROOM RENT ONLINE,T2504014,₹585.43,Housing,Debit
05 Apr 2025,HAIR SALON #3319,T2504075,₹158.76,Personal Care,Debit
08 Apr 2025,CABLE TV TXN,T2504062,₹115.15,Utilities,Debit
01 Apr 2025,GARMENT SHOP BILL,T2504019,₹104.36,Shopping,Debit
