date,description,transactionId,amount,category,transactionType
06 Apr 2025,coaching class payment,T2504051,109.07,Education,debit
04 Apr 2025,animal medicine,T2504036,175.77,Pets,debit
01 Apr 2025,royal biriyani online,T2504072,186.72,Food & Dining,debit
02 Apr 2025,landlord payment,T2504072,1301.23,Housing,debit
03 Apr 2025,lab test #7643,T2504047,126.54,Healthcare,debit
02 Apr 2025,fundraiser #8145,T2504033,97.71,Charity & Donations,debit
10 Apr 2025,insurance premium bill,T2504045,122.75,Insurance,debit
05 Apr 2025,haircut online,T2504033,107.62,Personal Care,debit
04 Apr 2025,sports equipment bill,T2504044,174.81,Health & Fitness,debit
05 Apr 2025,cable tv,T2504007,171.41,Utilities,debit
09 Apr 2025,rent payment,T2504011,1866.94,Housing,debit
03 Apr 2025,room rent txn,T2504036,1627.68,Housing,debit
09 Apr 2025,dhaba #7074,T2504050,158.26,Food & Dining,debit
09 Apr 2025,college fee bill,T2504079,94.13,Education,debit
07 Apr 2025,myntra online,T2504093,152.83,Online Shopping,debit
04 Apr 2025,coaching class,T2504087,59.25,Education,debit
03 Apr 2025,attitude garments triplicane online,T2504025,71.69,Shopping,debit
04 Apr 2025,life insurance online,T2504003,37.12,Insurance,debit
10 Apr 2025,website shopping txn,T2504086,129.05,Online Shopping,debit
10 Apr 2025,event ticket payment,T2504049,98.67,Entertainment,debit
10 Apr 2025,health supplement bill,T2504020,87.61,Health & Fitness,debit
08 Apr 2025,exam fee payment,T2504097,199.79,Education,debit
08 Apr 2025,event ticket bill,T2504050,153.35,Entertainment,debit
02 Apr 2025,account maintenance,T2504093,148.26,Financial Services,debit
07 Apr 2025,tuition fee txn,T2504057,59.04,Education,debit
07 Apr 2025,mobile bill online,T2504071,98.22,Utilities,debit
10 Apr 2025,phone recharge #7144,T2504002,150.99,Utilities,debit
10 Apr 2025,irctc ticket bill,T2504060,921.61,Travel,debit
09 Apr 2025,mess txn,T2504047,120.21,Food & Dining,debit
03 Apr 2025,p shanmugasundaram,T2504011,174.08,P2P Transfer,debit
02 Apr 2025,hotel booking online,T2504013,746.20,Travel,debit
06 Apr 2025,service charge payment,T2504066,131.01,Financial Services,debit
03 Apr 2025,ngo contribution payment,T2504014,176.07,Charity & Donations,debit
10 Apr 2025,nail care bill,T2504049,34.40,Personal Care,debit
06 Apr 2025,pharmacy #1416,T2504008,23.30,Healthcare,debit
07 Apr 2025,medicine purchase online,T2504019,104.09,Healthcare,debit
07 Apr 2025,hotel dining bill,T2504056,139.88,Food & Dining,debit
03 Apr 2025,property tax bill,T2504058,172.15,Legal & Government,debit
05 Apr 2025,makemytrip,T2504007,807.69,Travel,debit
07 Apr 2025,uber ride bill,T2504004,103.27,Transport,debit
01 Apr 2025,charminar briyani payment,T2504097,131.87,Food & Dining,debit
05 Apr 2025,irctc ticket payment,T2504021,1858.61,Travel,debit
07 Apr 2025,canteen,T2504093,57.95,Food & Dining,debit
09 Apr 2025,health checkup payment,T2504016,181.13,Healthcare,debit
03 Apr 2025,mohammad sufyan,T2504011,956.51,P2P Transfer,credit
10 Apr 2025,madasamy ponraj store,T2504002,150.19,Grocery & Convenience,debit
05 Apr 2025,atm withdrawal txn,T2504033,120.37,Miscellaneous,debit
03 Apr 2025,road tax payment,T2504018,95.14,Legal & Government,debit
10 Apr 2025,unidentified payment bill,T2504046,37.83,Miscellaneous,debit
08 Apr 2025,chemist,T2504050,138.89,Healthcare,debit
02 Apr 2025,supermarket,T2504062,169.02,Grocery & Convenience,debit
06 Apr 2025,room rent online,T2504015,642.14,Housing,debit
08 Apr 2025,fundraiser online,T2504045,132.24,Charity & Donations,debit
09 Apr 2025,two-wheeler insurance,T2504091,148.39,Insurance,debit
05 Apr 2025,clinic fee txn,T2504047,93.18,Healthcare,debit
10 Apr 2025,cab hire online,T2504079,1053.01,Travel,debit
03 Apr 2025,sri maha ladies hostel txn,T2504054,1501.12,Housing,debit
06 Apr 2025,ruvan stationery txn,T2504084,114.00,Shopping,debit
10 Apr 2025,app purchase txn,T2504042,79.22,Online Services,debit
02 Apr 2025,saraswathi ramesh,T2504036,1306.64,P2P Transfer,debit
05 Apr 2025,donation bill,T2504017,105.05,Charity & Donations,debit
04 Apr 2025,community support #2044,T2504071,56.06,Charity & Donations,debit
03 Apr 2025,thalaiva chinese cor payment,T2504048,79.00,Food & Dining,debit
06 Apr 2025,two-wheeler insurance,T2504003,98.37,Insurance,debit
05 Apr 2025,game zone,T2504025,54.56,Entertainment,debit
02 Apr 2025,penalty charge payment,T2504100,194.97,Legal & Government,debit
02 Apr 2025,ngo contribution txn,T2504031,81.58,Charity & Donations,debit
09 Apr 2025,educational supplies #7962,T2504043,20.94,Education,debit
05 Apr 2025,life insurance #7031,T2504085,102.79,Insurance,debit
01 Apr 2025,small purchase bill,T2504054,76.48,Miscellaneous,debit
05 Apr 2025,snack shop #3183,T2504020,98.43,Food & Dining,debit
04 Apr 2025,makemytrip payment,T2504020,972.02,Travel,debit
09 Apr 2025,fundraiser txn,T2504028,87.30,Charity & Donations,debit
02 Apr 2025,muzafar basha,T2504079,1260.48,P2P Transfer,debit
04 Apr 2025,lemon tree bill,T2504051,176.02,Miscellaneous,debit
04 Apr 2025,fundraiser txn,T2504072,47.29,Charity & Donations,debit
01 Apr 2025,fast food #8358,T2504060,51.50,Food & Dining,debit
06 Apr 2025,munna kumar,T2504046,205.50,P2P Transfer,credit
05 Apr 2025,pet food bill,T2504038,166.15,Pets,debit
03 Apr 2025,loan repayment,T2504024,119.35,Financial Services,debit
01 Apr 2025,property tax online,T2504059,73.35,Legal & Government,debit
01 Apr 2025,srmgf counter 1 bill,T2504073,65.35,Education,debit
09 Apr 2025,hero chai bill,T2504043,113.41,Food & Dining,debit
07 Apr 2025,irctc ticket,T2504039,1004.45,Travel,debit
07 Apr 2025,animal medicine txn,T2504076,39.58,Pets,debit
04 Apr 2025,professional fee,T2504069,120.73,Business Expenses,debit
05 Apr 2025,community support bill,T2504094,120.51,Charity & Donations,debit
10 Apr 2025,religious donation bill,T2504027,52.23,Charity & Donations,debit
05 Apr 2025,srmgf counter 1 bill,T2504065,60.10,Education,debit
05 Apr 2025,vehicle insurance payment,T2504064,195.65,Insurance,debit
06 Apr 2025,madasamy ponraj store payment,T2504067,191.81,Grocery & Convenience,debit
10 Apr 2025,health insurance bill,T2504087,38.66,Insurance,debit
03 Apr 2025,general expense #2822,T2504086,68.03,Miscellaneous,debit
01 Apr 2025,beema store 2 online,T2504076,164.71,Grocery & Convenience,debit
02 Apr 2025,rapido txn,T2504007,141.86,Transport,debit
09 Apr 2025,al shifa medical bill,T2504064,163.50,Healthcare,debit
10 Apr 2025,software subscription bill,T2504069,199.06,Business Expenses,debit
05 Apr 2025,food delivery online,T2504099,113.06,Food & Dining,debit
10 Apr 2025,pg accommodation txn,T2504018,953.02,Housing,debit
09 Apr 2025,rent payment #5260,T2504097,1344.14,Housing,debit
02 Apr 2025,app purchase payment,T2504056,177.47,Online Services,debit
01 Apr 2025,website payment,T2504054,105.19,Online Services,debit
07 Apr 2025,business service payment,T2504084,38.64,Business Expenses,debit
10 Apr 2025,vignesh,T2504049,464.45,P2P Transfer,debit
07 Apr 2025,snapdeal bill,T2504025,41.02,Online Shopping,debit
08 Apr 2025,fitness center txn,T2504013,136.67,Health & Fitness,debit
04 Apr 2025,provision store bill,T2504086,83.18,Grocery & Convenience,debit
10 Apr 2025,software subscription txn,T2504048,114.38,Business Expenses,debit
06 Apr 2025,dog care txn,T2504061,122.65,Pets,debit
10 Apr 2025,ngo contribution txn,T2504057,20.60,Charity & Donations,debit
05 Apr 2025,sham ege shop,T2504007,145.54,Grocery & Convenience,debit
03 Apr 2025,community support online,T2504062,152.25,Charity & Donations,debit
01 Apr 2025,payu payment,T2504048,67.13,Online Services,debit
07 Apr 2025,fancy store bill,T2504098,90.94,Shopping,debit
01 Apr 2025,red bus #2649,T2504078,1467.87,Travel,debit
07 Apr 2025,pg accommodation online,T2504016,1750.83,Housing,debit
01 Apr 2025,cs pharmacy #1799,T2504080,16.48,Healthcare,debit
04 Apr 2025,chemist #5518,T2504048,74.10,Healthcare,debit
05 Apr 2025,credit card payment,T2504081,12.11,Financial Services,debit
07 Apr 2025,online marketplace,T2504054,80.74,Online Shopping,debit
01 Apr 2025,daily needs,T2504091,137.47,Grocery & Convenience,debit
09 Apr 2025,pg accommodation #4496,T2504042,1713.32,Housing,debit
08 Apr 2025,ola ride bill,T2504079,193.64,Transport,debit
02 Apr 2025,electric bill online,T2504040,24.54,Utilities,debit
01 Apr 2025,pet food,T2504079,38.01,Pets,debit
04 Apr 2025,advertising cost txn,T2504078,199.47,Business Expenses,debit
08 Apr 2025,travel expense txn,T2504089,1896.44,Travel,debit
02 Apr 2025,client meeting txn,T2504006,172.33,Business Expenses,debit
03 Apr 2025,game zone bill,T2504070,133.07,Entertainment,debit
07 Apr 2025,penalty charge payment,T2504022,19.31,Legal & Government,debit
06 Apr 2025,clinic fee #4718,T2504026,157.33,Healthcare,debit
04 Apr 2025,fitness coach payment,T2504038,147.16,Health & Fitness,debit
08 Apr 2025,sri maha ladies hostel txn,T2504005,1689.86,Housing,debit
04 Apr 2025,ajio online,T2504022,51.20,Online Shopping,debit
08 Apr 2025,convenience store payment,T2504080,170.68,Grocery & Convenience,debit
10 Apr 2025,road tax payment,T2504058,126.35,Legal & Government,debit
04 Apr 2025,gym membership #5720,T2504094,66.81,Health & Fitness,debit
05 Apr 2025,library fee bill,T2504031,45.51,Education,debit
08 Apr 2025,vehicle insurance #7646,T2504001,197.95,Insurance,debit
01 Apr 2025,barber shop txn,T2504088,14.05,Personal Care,debit
03 Apr 2025,srmgf counter 1 #9167,T2504038,137.15,Education,debit
09 Apr 2025,rapido,T2504062,121.61,Transport,debit
05 Apr 2025,amazon txn,T2504036,162.19,Online Shopping,debit
07 Apr 2025,spa service,T2504056,12.21,Personal Care,debit
02 Apr 2025,tuition fee bill,T2504060,103.93,Education,debit
03 Apr 2025,pet shop bill,T2504095,145.36,Pets,debit
07 Apr 2025,equipment purchase,T2504002,186.42,Business Expenses,debit
04 Apr 2025,m s hotel,T2504076,110.80,Food & Dining,debit
04 Apr 2025,gas bill #3795,T2504067,192.89,Utilities,debit
06 Apr 2025,license fee bill,T2504025,113.86,Legal & Government,debit
04 Apr 2025,tax payment txn,T2504019,22.12,Legal & Government,debit
06 Apr 2025,road tax online,T2504063,61.04,Legal & Government,debit
05 Apr 2025,p r m stores payment,T2504059,194.26,Grocery & Convenience,debit
01 Apr 2025,small purchase bill,T2504096,55.89,Miscellaneous,debit
10 Apr 2025,apartment maintenance payment,T2504091,985.25,Housing,debit
08 Apr 2025,biriyani shop #2826,T2504070,128.91,Food & Dining,debit
08 Apr 2025,atm withdrawal,T2504058,55.74,Financial Services,debit
03 Apr 2025,website shopping payment,T2504086,58.22,Online Shopping,debit
04 Apr 2025,office supplies,T2504008,118.48,Business Expenses,debit
01 Apr 2025,doctor visit,T2504078,116.35,Healthcare,debit
05 Apr 2025,zeptonow #7355,T2504015,44.00,Grocery & Convenience,debit
01 Apr 2025,swiggy instamart txn,T2504069,43.61,Online Shopping,debit
06 Apr 2025,shaving,T2504042,135.10,Personal Care,debit
10 Apr 2025,event ticket payment,T2504053,155.39,Entertainment,debit
03 Apr 2025,phone recharge txn,T2504002,188.67,Utilities,debit
04 Apr 2025,life insurance #7232,T2504038,115.19,Insurance,debit
08 Apr 2025,beauty parlour,T2504051,112.88,Personal Care,debit
04 Apr 2025,irctc ticket,T2504020,541.56,Travel,debit
05 Apr 2025,loan repayment bill,T2504058,168.89,Financial Services,debit
10 Apr 2025,pharmacy online,T2504070,127.91,Healthcare,debit
10 Apr 2025,two-wheeler insurance,T2504042,20.28,Insurance,debit
09 Apr 2025,yoga class #2777,T2504020,196.86,Health & Fitness,debit
03 Apr 2025,community support txn,T2504000,33.75,Charity & Donations,debit
08 Apr 2025,insurance premium txn,T2504080,185.39,Insurance,debit
04 Apr 2025,internet cafe bill,T2504074,197.37,Online Services,debit
02 Apr 2025,landlord payment,T2504021,1492.74,Housing,debit
06 Apr 2025,fundraiser bill,T2504054,22.24,Charity & Donations,debit
09 Apr 2025,s balasubramani,T2504012,1228.62,P2P Transfer,credit
09 Apr 2025,pg accommodation bill,T2504010,849.72,Housing,debit
06 Apr 2025,fast food,T2504090,129.35,Food & Dining,debit
02 Apr 2025,zepto marketplace private limited txn,T2504057,27.85,Grocery & Convenience,debit
09 Apr 2025,phone recharge online,T2504067,144.37,Utilities,debit
05 Apr 2025,online payment,T2504085,88.77,Online Services,debit
06 Apr 2025,business service payment,T2504043,102.09,Business Expenses,debit
02 Apr 2025,gajalakshmi rajeshkannan,T2504070,1229.24,P2P Transfer,debit
03 Apr 2025,check payment #6295,T2504092,155.80,Financial Services,debit
03 Apr 2025,ola ride,T2504048,149.77,Transport,debit
08 Apr 2025,retail txn,T2504042,124.37,Shopping,debit
03 Apr 2025,cable tv #7197,T2504040,89.92,Utilities,debit
08 Apr 2025,petrol pump,T2504014,101.57,Transport,debit
04 Apr 2025,business travel txn,T2504083,81.27,Business Expenses,debit
09 Apr 2025,pet food #7395,T2504031,191.10,Pets,debit
04 Apr 2025,life insurance online,T2504081,45.05,Insurance,debit
01 Apr 2025,digital service #1028,T2504001,105.07,Online Services,debit
05 Apr 2025,subscription service payment,T2504060,140.83,Online Services,debit
06 Apr 2025,clinic fee payment,T2504087,123.05,Healthcare,debit
03 Apr 2025,chemist payment,T2504056,179.85,Healthcare,debit
09 Apr 2025,gym fee payment,T2504098,96.56,Health & Fitness,debit
01 Apr 2025,restaurant bill,T2504061,61.44,Food & Dining,debit
10 Apr 2025,life insurance bill,T2504083,114.43,Insurance,debit
03 Apr 2025,online gaming online,T2504028,124.34,Entertainment,debit
02 Apr 2025,nail care txn,T2504033,59.17,Personal Care,debit
06 Apr 2025,nail care #9394,T2504000,127.86,Personal Care,debit
06 Apr 2025,shaving bill,T2504000,101.20,Personal Care,debit
06 Apr 2025,electric bill online,T2504057,23.74,Utilities,debit
10 Apr 2025,street food bill,T2504061,36.53,Food & Dining,debit
07 Apr 2025,cash deposit bill,T2504009,32.71,Miscellaneous,debit
08 Apr 2025,small purchase #8122,T2504041,16.43,Miscellaneous,debit
06 Apr 2025,flight booking,T2504029,1675.84,Travel,debit
09 Apr 2025,neft transfer txn,T2504011,124.84,Financial Services,debit
10 Apr 2025,event ticket bill,T2504047,119.90,Entertainment,debit
06 Apr 2025,k lakshmi priya,T2504076,1457.48,P2P Transfer,debit
05 Apr 2025,vehicle insurance payment,T2504097,177.90,Insurance,debit
09 Apr 2025,dog care bill,T2504047,136.03,Pets,debit
02 Apr 2025,atm withdrawal #1302,T2504021,97.80,Financial Services,debit
03 Apr 2025,nail care payment,T2504022,129.74,Personal Care,debit
07 Apr 2025,check payment online,T2504086,163.32,Financial Services,debit
09 Apr 2025,notebook purchase txn,T2504006,30.19,Education,debit
10 Apr 2025,property tax online,T2504048,186.05,Legal & Government,debit
08 Apr 2025,policy payment,T2504099,158.42,Insurance,debit
05 Apr 2025,cable tv txn,T2504063,38.59,Utilities,debit
02 Apr 2025,md firoj,T2504044,691.76,P2P Transfer,debit
05 Apr 2025,donation online,T2504051,59.83,Charity & Donations,debit
08 Apr 2025,p r m stores payment,T2504022,174.08,Grocery & Convenience,debit
06 Apr 2025,workout gear payment,T2504070,76.54,Health & Fitness,debit
03 Apr 2025,cash deposit txn,T2504046,195.32,Miscellaneous,debit
10 Apr 2025,advertising cost,T2504022,84.75,Business Expenses,debit
09 Apr 2025,registration fee payment,T2504002,109.53,Legal & Government,debit
01 Apr 2025,unknown transaction txn,T2504079,27.07,Miscellaneous,debit
03 Apr 2025,codexintern online,T2504009,180.58,Online Services,debit
09 Apr 2025,insurance premium payment,T2504049,46.73,Insurance,debit
06 Apr 2025,two-wheeler insurance #3314,T2504019,85.43,Insurance,debit
10 Apr 2025,medicine purchase #3712,T2504069,38.14,Healthcare,debit
09 Apr 2025,hair salon bill,T2504094,117.24,Personal Care,debit
05 Apr 2025,srmgf counter 1 bill,T2504051,144.95,Education,debit
03 Apr 2025,software subscription payment,T2504027,153.10,Business Expenses,debit
06 Apr 2025,irctc ticket #6628,T2504067,1691.24,Travel,debit
01 Apr 2025,parking fee txn,T2504010,56.41,Transport,debit
02 Apr 2025,pet shop online,T2504030,100.59,Pets,debit
06 Apr 2025,hotel booking,T2504098,684.79,Travel,debit
10 Apr 2025,course payment online,T2504024,79.25,Education,debit
05 Apr 2025,movie ticket txn,T2504010,170.49,Entertainment,debit
08 Apr 2025,cs pharmacy payment,T2504095,193.55,Healthcare,debit
05 Apr 2025,cash withdrawal txn,T2504035,182.74,Financial Services,debit
09 Apr 2025,life insurance online,T2504091,42.43,Insurance,debit
01 Apr 2025,barber shop #9714,T2504007,170.62,Personal Care,debit
05 Apr 2025,mobile bill,T2504082,123.05,Utilities,debit
03 Apr 2025,registration fee #2051,T2504033,155.07,Legal & Government,debit
05 Apr 2025,spa service txn,T2504017,106.49,Personal Care,debit
10 Apr 2025,website payment payment,T2504050,82.90,Online Services,debit
08 Apr 2025,general store online,T2504030,84.90,Grocery & Convenience,debit
09 Apr 2025,gayathri maran,T2504076,1278.58,P2P Transfer,credit
09 Apr 2025,amusement park bill,T2504014,21.20,Entertainment,debit
06 Apr 2025,jeeva hotel 2,T2504070,39.41,Food & Dining,debit
02 Apr 2025,general store payment,T2504058,62.81,Grocery & Convenience,debit
08 Apr 2025,exam fee #4324,T2504026,190.36,Education,debit
04 Apr 2025,canteen online,T2504081,34.16,Food & Dining,debit
02 Apr 2025,pet shop payment,T2504021,37.46,Pets,debit
06 Apr 2025,water bill txn,T2504075,39.30,Utilities,debit
07 Apr 2025,barber shop bill,T2504000,72.96,Personal Care,debit
09 Apr 2025,sham ege shop txn,T2504016,120.32,Grocery & Convenience,debit
01 Apr 2025,business travel bill,T2504014,92.75,Business Expenses,debit
05 Apr 2025,gas bill,T2504054,62.43,Utilities,debit
05 Apr 2025,petrol pump #7828,T2504019,45.82,Transport,debit
04 Apr 2025,shopping #6402,T2504005,110.52,Shopping,debit
01 Apr 2025,sham ege shop,T2504074,137.48,Grocery & Convenience,debit
08 Apr 2025,business service payment,T2504072,16.91,Business Expenses,debit
05 Apr 2025,sri maha ladies hostel #3099,T2504010,1167.39,Housing,debit
10 Apr 2025,chennai metro rail ltd online,T2504007,74.74,Transport,debit
04 Apr 2025,local transport bill,T2504011,16.65,Transport,debit
07 Apr 2025,snapdeal #2704,T2504047,156.70,Online Shopping,debit
02 Apr 2025,stomilar txn,T2504005,45.39,Miscellaneous,debit
07 Apr 2025,beauty parlour #4759,T2504055,13.55,Personal Care,debit
03 Apr 2025,exam fee #5238,T2504065,85.77,Education,debit
05 Apr 2025,ajio bill,T2504004,109.16,Online Shopping,debit
01 Apr 2025,parking fee,T2504092,162.84,Transport,debit
